score,BA,H,RBI,BB,k,SB,holds,avgR,ER,bb,SO,nHR
0,33,8,0,1,8,1,8,0,0,1,8,0
8,47,9,8,4,9,2,9,8,5,4,9,1
9,46,13,9,7,5,0,13,9,7,7,5,3
6,35,13,6,3,2,0,13,6,5,3,2,2
2,31,8,2,4,9,1,8,2,2,4,9,0
7,38,13,6,6,5,0,13,7,6,6,5,4
6,31,7,6,6,8,0,7,6,6,6,8,0
7,38,13,7,3,9,0,13,7,7,3,9,2
8,32,8,8,2,12,0,8,8,8,2,12,2
8,37,12,6,6,4,2,12,8,6,6,4,2
11,38,15,11,2,6,2,15,11,11,2,6,2
7,40,16,7,5,7,1,16,7,7,5,7,1
5,38,12,5,2,11,0,11,5,2,2,11,0
6,36,11,6,2,7,3,11,6,2,2,7,1
5,33,10,4,2,6,0,10,5,3,2,6,2
6,35,13,6,4,7,1,13,6,6,4,7,1
3,34,6,3,3,7,0,6,3,3,3,7,0
2,19,4,1,4,2,1,4,2,0,4,2,0
6,20,9,6,4,3,1,9,6,5,4,3,1
1,31,6,0,2,7,1,6,1,0,2,7,0
0,29,5,0,2,7,1,5,0,0,2,7,0
10,46,18,9,3,12,0,18,10,7,3,12,1
9,42,13,9,6,7,0,13,9,8,6,7,2
6,40,14,6,4,5,1,14,6,6,4,5,1
3,36,9,3,3,7,1,9,3,2,3,7,1
5,35,8,4,4,8,2,8,5,2,4,8,0
11,38,13,11,4,4,0,13,11,10,4,4,2
6,36,10,5,4,8,0,10,6,4,4,8,1
7,30,9,7,4,5,2,9,7,7,4,5,2
6,37,13,6,1,12,0,13,6,6,1,12,2
4,33,9,4,3,9,3,9,4,3,3,9,2
4,38,10,4,3,10,1,10,4,3,3,10,0
10,31,12,10,4,8,0,12,10,10,4,8,0
14,49,23,13,2,6,1,23,14,12,2,6,2
1,36,10,1,2,8,0,10,1,1,2,8,0
4,36,10,4,1,9,1,10,4,4,1,9,1
6,34,10,6,3,7,2,10,6,6,3,7,1
9,37,12,9,5,7,1,12,9,9,5,7,4
2,35,8,1,1,8,0,8,2,2,1,8,0
13,40,16,13,2,2,2,16,13,10,2,2,1
7,33,7,7,6,7,0,7,7,7,6,7,1
7,36,10,6,7,9,3,10,7,7,7,9,3
5,34,8,4,0,10,0,8,5,3,0,10,0
16,43,17,15,5,6,2,17,16,16,5,6,2
2,34,10,2,4,7,0,10,2,2,4,7,0
9,39,16,9,2,1,0,16,9,9,2,1,3
22,47,25,21,4,4,1,25,22,20,4,4,4
8,38,14,5,4,5,2,14,8,6,4,5,1
9,33,12,9,7,10,0,12,9,9,7,10,1
5,36,11,5,1,6,0,11,5,4,1,6,0
7,34,11,7,2,5,0,11,7,7,2,5,1
4,34,7,4,2,11,0,7,4,4,2,11,1
7,33,11,7,3,6,2,11,7,7,3,6,1
8,40,16,7,5,3,2,16,8,8,5,3,1
2,36,8,2,2,10,2,8,2,2,2,10,0
5,31,6,5,7,6,0,6,5,5,7,6,1
11,36,13,11,4,6,2,13,11,9,4,6,0
6,37,12,6,3,6,3,12,6,6,3,6,2
7,33,10,7,2,7,1,10,7,3,2,7,0
5,35,8,5,7,6,0,8,5,5,7,6,3
6,39,13,6,7,10,2,13,6,6,7,10,1
3,34,8,3,2,8,2,8,3,3,2,8,1
4,30,8,3,2,8,1,8,4,4,2,8,0
0,33,6,0,1,2,2,6,0,0,1,2,0
9,36,12,8,3,3,0,12,9,6,3,3,0
2,35,9,2,2,5,0,9,2,2,2,5,0
15,40,18,15,6,6,0,18,15,15,6,6,2
12,41,11,9,3,12,1,11,12,7,3,12,3
4,33,9,4,2,6,0,9,4,4,2,6,1
5,37,9,5,2,7,0,9,5,3,2,7,2
4,38,13,4,1,5,0,13,4,4,1,5,0
3,30,5,3,2,7,1,5,3,3,2,7,1
4,32,7,4,4,8,4,7,4,2,4,8,0
8,40,14,7,4,9,0,14,8,4,4,9,1
0,31,7,0,2,7,0,7,0,0,2,7,0
6,38,13,5,5,8,0,13,6,5,5,8,0
7,33,10,7,4,4,0,10,7,7,4,4,4
11,39,16,10,2,8,3,16,11,11,2,8,1
2,34,6,2,6,10,0,6,2,1,6,10,1
9,44,17,9,1,7,0,17,9,9,1,7,0
7,37,10,7,7,6,0,10,7,7,7,6,1
1,28,3,1,2,5,0,3,1,1,2,5,1
7,31,9,7,2,5,0,9,7,6,2,5,2
0,31,5,0,2,11,0,5,0,0,2,11,0
2,29,6,2,0,4,1,6,2,2,0,4,0
10,42,15,9,3,6,3,15,10,9,3,6,3
9,40,11,9,1,12,0,11,9,6,1,12,2
3,32,9,3,4,4,0,9,3,3,4,4,1
1,32,6,1,1,5,0,6,1,1,1,5,1
12,47,13,12,5,16,5,13,12,12,5,16,5
7,47,13,6,9,14,6,13,7,7,9,14,2
4,26,9,3,1,11,0,9,4,3,1,11,0
1,15,3,1,3,5,1,3,1,1,3,5,0
10,40,13,10,3,9,0,13,10,10,3,9,2
14,37,15,13,6,6,0,15,14,11,6,6,3
5,33,7,5,2,7,0,7,5,5,2,7,2
3,32,7,3,3,5,2,7,3,2,3,5,0
9,40,15,9,4,8,0,15,9,9,4,8,2
5,38,11,4,2,4,3,11,5,3,2,4,0
6,38,9,4,4,7,1,9,6,3,4,7,1
2,34,7,2,1,9,2,7,2,2,1,9,0
6,37,11,6,5,10,0,11,6,6,5,10,0
1,33,6,1,1,11,2,6,1,1,1,11,0
9,43,17,9,2,6,0,17,9,7,2,6,3
7,34,10,7,4,6,0,10,7,6,4,6,2
9,42,14,9,6,8,1,14,9,9,6,8,1
14,40,17,14,2,4,0,17,14,13,2,4,4
10,39,15,10,4,4,0,15,10,10,4,4,4
5,37,12,5,1,4,1,12,5,5,1,4,2
10,42,18,10,3,4,0,18,10,9,3,4,3
4,33,11,4,4,5,0,11,4,4,4,5,1
5,35,8,5,2,9,1,8,5,5,2,9,1
7,32,12,6,3,3,0,12,7,5,3,3,1
2,35,9,1,0,4,0,9,2,1,0,4,0
8,37,14,8,3,6,3,14,8,7,3,6,1
14,45,17,14,5,8,1,17,14,12,5,8,1
11,43,16,9,3,7,0,16,11,9,3,7,1
10,42,17,10,5,9,0,17,10,7,5,9,1
12,40,18,11,4,6,0,18,12,10,4,6,1
10,42,17,10,5,7,1,17,10,10,5,7,3
3,32,6,1,4,10,2,6,3,2,4,10,0
6,39,13,6,2,9,1,13,6,6,2,9,1
10,34,11,9,3,8,1,11,10,6,3,8,0
14,42,13,13,7,7,0,13,14,12,7,7,2
12,44,18,12,2,9,0,18,12,11,2,9,1
12,41,18,11,2,6,0,18,12,10,2,6,1
3,34,9,3,7,7,0,9,3,2,7,7,0
8,38,12,8,8,7,3,12,8,8,8,7,2
6,40,16,5,0,5,0,16,6,5,0,5,0
10,41,16,10,4,9,0,16,10,10,4,9,2
9,37,11,9,6,8,1,11,9,9,6,8,2
1,34,8,1,0,9,0,8,1,1,0,9,0
2,25,5,1,2,7,0,5,2,0,2,7,0
2,32,4,2,1,8,0,4,2,0,1,8,0
8,37,12,7,5,10,0,12,8,7,5,10,1
4,35,10,4,5,3,1,10,4,4,5,3,0
8,33,13,8,10,6,0,13,8,8,10,6,1
2,28,2,1,3,8,0,2,2,1,3,8,1
10,29,9,8,9,8,1,9,10,10,9,8,2
6,41,18,6,1,3,0,18,6,6,1,3,1
2,34,7,2,2,2,0,7,2,1,2,2,0
5,38,12,5,2,9,2,12,5,4,2,9,2
9,35,13,8,2,7,1,13,9,7,2,7,2
5,39,12,5,2,13,1,12,5,3,2,13,0
4,32,7,4,4,9,1,7,4,4,4,9,0
7,36,11,5,1,8,0,11,7,4,1,8,0
2,33,7,2,3,11,1,7,2,2,3,11,0
3,35,8,3,0,4,0,8,3,3,0,4,1
4,30,5,4,5,5,1,5,4,4,5,5,2
13,38,13,13,5,8,2,13,13,11,5,8,2
8,34,6,8,9,5,0,6,8,7,9,5,2
7,39,13,7,3,7,0,13,7,7,3,7,1
5,31,8,5,2,3,0,8,5,5,2,3,1
4,37,12,4,3,7,1,12,4,4,3,7,0
9,38,14,8,3,2,0,14,9,8,3,2,2
2,35,8,1,2,8,1,8,2,1,2,8,0
4,35,11,4,1,9,0,11,4,4,1,9,2
5,33,7,5,6,10,2,7,5,4,6,10,0
10,35,12,10,7,9,2,12,10,10,7,9,2
2,32,8,2,0,4,0,8,2,2,0,4,1
7,30,10,7,5,6,0,10,7,7,5,6,2
5,37,12,5,2,12,1,12,5,5,2,12,0
9,33,11,9,3,4,0,11,9,7,3,4,4
7,37,14,7,1,5,0,14,7,7,1,5,1
8,34,11,8,4,8,1,11,8,8,4,8,2
2,32,6,2,1,10,0,6,2,2,1,10,1
3,31,10,3,0,1,1,10,3,3,0,1,1
3,34,8,3,3,6,0,8,3,3,3,6,1
12,41,17,10,3,8,1,17,12,7,3,8,0
8,39,9,7,4,5,0,9,8,7,4,5,1
9,39,13,9,6,6,1,13,9,7,6,6,1
1,28,3,1,4,7,0,3,1,1,4,7,0
6,36,11,4,2,7,0,11,6,2,2,7,2
6,34,8,6,2,4,3,8,6,5,2,4,0
2,35,9,2,0,8,1,9,2,2,0,8,1
8,39,11,7,6,14,4,11,8,7,6,14,0
7,35,12,6,7,8,3,12,7,6,7,8,1
14,41,16,13,5,10,1,16,14,13,5,10,8
3,30,6,3,6,7,1,6,3,3,6,7,0
7,36,10,5,2,4,1,10,7,5,2,4,2
10,33,10,10,5,7,0,10,10,9,5,7,2
11,39,14,10,5,5,2,14,11,9,5,5,2
9,40,13,8,6,4,0,13,9,9,6,4,3
7,37,12,7,3,8,0,12,7,7,3,8,1
8,36,14,8,4,8,1,14,8,8,4,8,2
7,38,14,7,2,5,0,14,7,7,2,5,3
12,40,14,11,0,8,0,14,12,9,0,8,2
12,41,15,12,3,5,1,15,12,12,3,5,2
4,37,10,4,1,3,2,10,4,3,1,3,0
8,46,9,7,9,11,1,9,8,5,9,11,4
9,50,20,9,8,3,0,20,9,7,8,3,3
14,41,14,14,7,7,0,14,14,14,7,7,3
5,33,6,5,2,7,0,6,5,5,2,7,3
11,41,15,10,4,6,2,15,11,9,4,6,3
1,32,5,1,3,9,0,5,1,1,3,9,1
5,35,10,5,6,9,0,10,5,5,6,9,1
6,37,11,6,6,6,0,11,6,6,6,6,2
5,37,10,5,2,2,0,10,5,4,2,2,1
18,45,26,17,3,6,0,26,18,17,3,6,2
7,37,11,7,4,7,0,11,7,3,4,7,1
8,38,15,7,1,5,1,15,8,8,1,5,2
1,31,6,1,1,8,0,6,1,1,1,8,0
9,39,17,9,2,9,2,17,9,9,2,9,2
5,36,9,5,1,5,0,9,5,5,1,5,1
3,31,4,3,2,8,0,4,3,3,2,8,2
4,35,8,4,0,9,0,8,4,4,0,9,2
2,34,9,1,4,12,0,9,2,2,4,12,0
17,48,21,15,8,7,0,21,17,15,8,7,3
5,37,10,5,3,9,1,10,5,5,3,9,2
0,38,7,0,5,8,0,7,0,0,5,8,0
0,38,3,0,4,5,0,3,0,0,4,5,0
11,47,17,11,2,6,0,17,11,11,2,6,2
9,45,12,8,4,11,1,12,9,8,4,11,2
2,33,8,1,1,8,1,8,2,2,1,8,0
8,32,10,8,3,3,1,10,8,6,3,3,3
4,34,8,4,2,5,0,8,4,4,2,5,2
5,38,12,5,4,2,0,12,5,5,4,2,0
8,36,10,7,6,7,0,10,8,4,6,7,1
1,32,5,1,1,5,0,5,1,1,1,5,0
4,40,10,4,0,7,1,10,4,4,0,7,0
5,37,9,5,3,9,1,9,5,5,3,9,0
5,38,11,4,5,13,1,11,5,4,5,13,1
4,35,11,4,4,6,1,11,4,4,4,6,0
4,35,7,3,1,6,0,7,4,2,1,6,0
22,46,23,20,5,7,4,23,22,20,5,7,3
5,36,8,5,5,9,0,8,5,5,5,9,1
0,32,6,0,0,12,0,6,0,0,0,12,0
5,33,6,5,2,8,0,6,5,5,2,8,2
8,35,12,7,3,6,0,12,8,6,3,6,1
1,32,9,0,2,6,0,9,1,1,2,6,0
2,30,6,2,1,9,0,6,2,2,1,9,1
0,30,3,0,0,7,0,3,0,0,0,7,0
4,30,5,4,4,9,1,5,4,3,4,9,1
5,38,12,5,4,8,0,12,5,5,4,8,1
6,35,13,6,1,6,1,13,6,6,1,6,3
2,31,5,2,2,6,1,5,2,2,2,6,1
10,33,11,10,4,8,3,11,10,10,4,8,3
5,35,10,5,2,4,3,10,5,5,2,4,0
9,31,9,9,4,4,1,9,9,8,4,4,1
4,37,12,4,4,4,2,12,4,4,4,4,0
5,33,8,5,2,4,0,8,5,5,2,4,3
5,38,10,5,0,9,0,10,5,4,0,9,0
9,35,10,8,5,6,0,10,9,8,5,6,1
7,41,12,7,5,9,0,12,7,7,5,9,2
8,40,12,6,6,7,2,12,8,6,6,7,1
4,33,6,4,5,5,0,6,4,3,5,5,0
6,30,7,6,6,6,1,7,6,6,6,6,3
4,34,10,4,6,5,4,10,4,4,6,5,0
1,31,6,1,2,4,1,6,1,1,2,4,0
4,44,11,4,5,12,1,11,4,4,5,12,0
5,44,10,5,9,7,1,10,5,5,9,7,1
3,30,7,3,3,4,0,7,3,3,3,4,0
5,30,7,5,5,6,2,7,5,4,5,6,1
10,36,11,10,3,12,1,11,10,10,3,12,1
2,33,8,2,3,5,1,8,2,2,3,5,0
6,34,7,6,1,5,1,7,6,6,1,5,2
3,36,10,3,0,12,0,10,3,3,0,12,0
3,35,8,3,0,10,0,8,3,3,0,10,0
4,38,9,4,3,10,0,9,4,3,3,10,1
4,32,7,4,2,7,2,7,4,3,2,7,0
5,33,12,5,1,9,2,12,5,5,1,9,2
4,35,9,4,1,11,0,9,4,4,1,11,0
2,35,10,0,5,5,0,10,2,0,5,5,0
7,38,12,7,3,6,3,12,7,7,3,6,3
11,41,18,10,2,3,4,18,11,8,2,3,3
7,39,14,7,1,9,2,14,7,7,1,9,2
10,36,13,6,2,5,1,13,10,5,2,5,1
9,36,8,8,7,3,1,8,9,4,7,3,2
4,34,8,4,3,8,0,8,4,4,3,8,1
5,36,10,5,1,9,2,10,5,4,1,9,1
8,34,12,7,5,4,0,12,8,8,5,4,1
8,34,11,7,5,5,0,11,8,6,5,5,0
9,36,13,6,6,7,0,13,9,6,6,7,1
4,31,7,4,3,5,0,7,4,4,3,5,1
6,34,11,6,3,7,0,11,6,6,3,7,1
5,37,11,4,4,9,1,11,5,4,4,9,0
4,34,8,4,0,7,1,8,4,4,0,7,0
8,50,16,7,3,8,3,16,8,8,3,8,1
8,51,19,8,2,9,0,19,8,8,2,9,1
6,41,13,4,2,6,1,13,6,4,2,6,1
2,31,6,2,1,9,0,6,2,2,1,9,0
4,35,11,3,4,4,0,11,4,2,4,4,0
1,31,7,1,2,8,0,7,1,1,2,8,0
10,40,13,9,4,6,0,13,10,6,4,6,1
0,31,5,0,0,11,0,5,0,0,0,11,0
0,31,7,0,1,12,0,7,0,0,1,12,0
4,33,10,4,5,5,0,10,4,4,5,5,1
2,39,6,2,3,10,1,6,2,2,3,10,2
3,36,6,2,8,11,2,6,3,2,8,11,0
10,35,13,9,6,8,3,13,10,8,6,8,2
1,35,11,1,2,7,0,11,1,1,2,7,0
11,34,12,10,8,6,0,12,11,8,8,6,1
7,38,9,6,5,4,6,9,7,3,5,4,0
6,39,14,5,5,11,1,14,6,6,5,11,0
0,29,4,0,2,3,0,4,0,0,2,3,0
4,35,8,3,5,20,0,8,4,3,5,20,0
13,38,16,13,5,5,0,16,13,12,5,5,1
3,35,8,3,3,8,2,8,3,3,3,8,0
8,35,13,8,3,9,2,13,8,8,3,9,2
2,32,7,2,2,15,1,7,2,2,2,15,1
5,34,12,4,2,10,0,12,5,4,2,10,2
3,32,6,3,4,10,1,6,3,3,4,10,0
4,30,7,3,1,7,1,7,4,3,1,7,1
5,36,10,5,3,4,0,10,5,5,3,4,2
4,35,9,4,2,4,0,9,4,2,2,4,0
6,38,14,6,4,10,0,14,6,6,4,10,1
1,30,4,1,3,11,0,4,1,0,3,11,0
10,36,14,10,5,6,4,14,10,10,5,6,2
7,34,15,7,4,5,0,15,7,7,4,5,2
4,29,5,4,8,7,0,5,4,4,8,7,1
1,34,8,1,0,6,0,8,1,0,0,6,0
2,30,7,2,6,8,1,7,2,2,6,8,1
3,29,9,3,4,7,0,9,3,3,4,7,1
1,36,8,1,1,8,0,8,1,1,1,8,1
2,27,7,2,3,3,0,7,2,2,3,3,0
4,33,8,4,6,16,0,8,4,4,6,16,0
5,30,9,5,3,9,0,9,5,5,3,9,0
3,36,9,3,4,10,1,9,3,3,4,10,2
4,36,11,3,2,5,2,11,4,4,2,5,1
3,34,7,3,3,12,0,7,3,3,3,12,1
5,35,12,5,3,5,0,12,5,5,3,5,1
3,31,6,3,4,4,0,6,3,3,4,4,1
3,32,7,2,6,8,0,7,3,2,6,8,1
2,30,5,2,4,6,0,5,2,2,4,6,1
3,31,6,3,1,12,0,6,3,2,1,12,2
7,44,12,4,5,11,0,12,7,3,5,11,0
6,45,15,6,5,6,0,15,6,6,5,6,2
2,30,5,2,2,6,1,5,2,2,2,6,2
8,35,14,8,5,5,1,14,8,8,5,5,2
3,31,7,3,0,7,0,7,3,2,0,7,1
0,33,7,0,1,8,0,7,0,0,1,8,0
0,29,3,0,1,8,0,3,0,0,1,8,0
2,32,9,2,1,9,0,9,2,2,1,9,0
7,37,14,7,2,6,0,14,7,6,2,6,1
12,39,15,12,2,10,0,15,12,11,2,10,1
5,36,10,2,4,10,0,10,5,3,4,10,0
14,38,15,13,3,8,2,15,14,14,3,8,2
0,30,6,0,2,5,0,6,0,0,2,5,0
3,29,7,2,8,6,0,7,3,2,8,6,0
4,31,6,4,5,7,0,6,4,4,5,7,0
7,33,10,7,6,5,1,10,7,7,6,5,2
6,40,14,5,2,4,0,14,6,5,2,4,0
11,40,17,9,4,7,2,17,11,8,4,7,2
3,34,7,2,4,7,0,7,3,3,4,7,1
15,42,18,15,7,5,0,18,15,14,7,5,2
6,43,15,5,3,5,0,15,6,6,3,5,0
7,35,10,7,3,4,0,10,7,7,3,4,2
5,23,6,5,5,5,2,6,5,5,5,5,2
5,30,12,4,1,5,0,12,5,3,1,5,0
1,22,3,0,1,3,0,3,1,0,1,3,0
1,17,0,1,2,7,0,0,1,1,2,7,0
18,43,21,17,3,5,1,21,18,17,3,5,4
3,36,11,3,3,14,0,11,3,3,3,14,0
9,41,16,7,2,6,4,15,9,4,2,6,0
3,35,7,3,2,7,0,7,3,3,2,7,1
9,40,13,8,2,11,0,13,9,8,2,11,1
5,32,8,5,2,7,0,8,5,5,2,7,1
9,34,10,8,7,6,0,10,9,7,7,6,4
6,34,10,5,2,7,0,10,6,6,2,7,2
4,39,9,4,8,6,1,9,4,4,8,6,1
3,38,6,3,5,12,0,6,3,3,5,12,2
3,35,9,3,3,8,0,9,3,3,3,8,1
5,30,9,5,5,5,0,9,5,3,5,5,1
9,38,12,9,4,8,2,12,9,9,4,8,2
7,38,12,6,4,5,2,12,7,6,4,5,0
4,38,7,4,4,13,5,7,4,3,4,13,1
5,35,10,5,5,5,0,10,5,5,5,5,0
2,32,7,2,2,12,1,7,2,2,2,12,0
5,33,9,4,1,5,2,9,5,4,1,5,1
0,31,4,0,2,9,0,4,0,0,2,9,0
2,28,8,2,3,3,0,8,2,2,3,3,0
10,41,18,10,3,6,0,18,10,10,3,6,3
9,37,12,9,5,12,3,12,9,7,5,12,1
5,33,7,4,3,2,0,7,5,4,3,2,2
2,36,8,2,6,10,2,8,2,1,6,10,0
10,41,14,9,2,4,0,14,10,10,2,4,1
6,37,13,6,1,9,0,13,6,3,1,9,0
4,33,11,4,6,7,0,11,4,4,6,7,1
2,33,8,2,6,9,4,8,2,2,6,9,0
0,31,6,0,1,8,1,6,0,0,1,8,0
6,31,10,6,5,7,0,10,6,6,5,7,0
3,33,8,3,6,6,0,8,3,3,6,6,1
5,32,11,5,3,4,0,11,5,4,3,4,1
4,36,10,4,3,7,4,10,4,4,3,7,1
10,33,14,8,3,4,1,14,10,6,3,4,1
8,35,11,8,1,4,1,11,8,8,1,4,2
0,35,9,0,4,7,0,9,0,0,4,7,0
1,31,5,1,2,10,0,5,1,1,2,10,0
7,26,6,4,8,4,3,6,7,4,8,4,2
13,37,12,11,5,6,0,12,13,12,5,6,3
6,33,10,6,3,8,1,10,6,6,3,8,1
7,37,12,7,0,4,0,12,7,7,0,4,2
13,38,14,11,4,8,1,14,13,10,4,8,0
9,39,13,8,4,6,0,13,9,8,4,6,1
5,35,9,5,3,8,1,9,5,5,3,8,0
3,34,7,3,5,11,2,7,3,2,5,11,0
11,29,8,7,10,7,2,8,11,5,10,7,0
7,41,13,7,2,9,1,13,7,6,2,9,1
10,36,14,10,7,7,1,14,10,10,7,7,2
14,43,18,13,5,11,0,18,14,12,5,11,3
7,38,11,6,6,10,2,11,7,7,6,10,2
11,38,16,10,3,4,1,16,11,10,3,4,0
6,37,12,6,1,7,0,12,6,5,1,7,0
3,32,8,3,3,9,1,8,3,2,3,9,0
10,30,10,10,5,5,0,10,10,10,5,5,2
8,41,17,8,3,1,0,17,8,7,3,1,1
3,37,10,3,3,8,1,10,3,3,3,8,0
4,35,11,4,2,10,0,11,4,4,2,10,1
14,44,21,13,3,6,0,21,14,11,3,6,1
3,34,8,2,3,9,0,8,3,3,3,9,0
7,31,8,6,7,8,1,8,7,5,7,8,1
8,35,10,7,3,4,2,10,8,6,3,4,0
6,34,7,4,3,7,0,7,6,4,3,7,2
14,44,17,14,5,9,2,17,14,14,5,9,3
5,34,8,4,3,4,0,8,5,1,3,4,0
2,28,4,2,3,2,0,4,2,2,3,2,1
9,33,8,9,6,6,2,8,9,2,6,6,1
10,37,14,10,8,8,2,14,10,10,8,8,1
9,40,15,7,6,6,1,15,9,8,6,6,0
6,33,10,6,2,5,0,10,6,6,2,5,1
8,33,14,8,1,8,1,14,8,8,1,8,1
11,39,12,9,5,7,2,12,11,8,5,7,3
10,40,16,9,9,9,2,16,10,10,9,9,2
5,34,8,5,2,8,4,8,5,5,2,8,1
1,32,5,1,1,10,0,5,1,1,1,10,0
9,36,9,8,11,6,0,9,9,7,11,6,2
7,39,14,5,6,4,1,14,7,7,6,4,0
1,35,7,1,2,7,0,7,1,1,2,7,0
3,29,7,3,3,4,0,7,3,3,3,4,1
7,39,14,7,4,4,0,14,7,7,4,4,2
10,28,7,8,9,4,0,7,10,4,9,4,0
5,37,10,5,2,3,0,10,5,5,2,3,2
9,36,16,8,3,6,4,16,9,8,3,6,2
8,37,13,8,1,9,1,13,8,8,1,9,1
3,35,9,3,3,7,0,9,3,3,3,7,0
3,31,9,2,7,5,0,9,3,1,7,5,0
9,34,12,9,2,6,2,12,9,6,2,6,0
2,32,6,2,2,9,0,6,2,2,2,9,1
4,30,9,4,0,9,0,9,4,4,0,9,1
9,35,11,8,9,7,0,11,9,6,9,7,0
7,38,11,7,7,10,2,11,7,6,7,10,2
7,30,9,7,4,4,1,9,7,7,4,4,0
4,33,10,4,6,5,0,10,4,4,6,5,1
7,37,11,6,6,6,3,11,7,7,6,6,0
8,37,12,7,2,9,0,12,8,4,2,9,0
7,36,12,7,4,13,1,12,7,7,4,13,2
1,34,7,1,2,3,2,7,1,1,2,3,0
9,34,8,8,8,13,2,8,9,8,8,13,2
10,40,13,10,5,8,3,13,10,6,5,8,0
5,34,9,4,1,10,0,9,5,3,1,10,2
4,36,8,4,4,10,2,8,4,3,4,10,2
5,35,7,5,3,7,0,7,5,4,3,7,0
6,38,13,5,4,10,1,13,6,6,4,10,0
3,30,7,2,4,8,0,7,3,1,4,8,0
1,32,7,1,5,7,2,7,1,1,5,7,0
1,32,6,1,0,7,0,6,1,0,0,7,0
9,38,15,9,1,5,0,15,9,8,1,5,3
14,44,18,14,3,10,1,18,14,14,3,10,4
7,36,9,6,1,13,0,9,7,5,1,13,3
11,38,13,11,1,13,0,13,11,11,1,13,2
8,39,14,5,6,8,0,14,8,5,6,8,0
6,39,13,6,2,7,1,13,6,5,2,7,1
4,34,9,4,4,6,0,9,4,4,4,6,1
13,46,19,11,8,9,1,19,13,11,8,9,2
4,36,8,2,4,3,0,8,4,2,4,3,1
2,32,7,2,0,13,0,7,2,2,0,13,1
8,37,16,6,1,4,0,16,8,8,1,4,1
5,37,13,5,2,5,0,13,5,5,2,5,1
4,37,10,3,2,8,0,10,4,3,2,8,1
8,43,14,6,2,7,1,14,8,7,2,7,1
6,35,11,5,3,6,0,11,6,6,3,6,1
7,32,8,6,7,10,0,8,7,7,7,10,1
6,34,11,6,3,7,1,11,6,6,3,7,0
2,30,6,2,4,6,1,6,2,1,4,6,0
3,29,8,3,4,7,0,8,3,2,4,7,1
3,33,6,3,2,8,1,6,3,3,2,8,2
6,29,11,6,5,6,0,11,6,5,5,6,0
12,42,14,12,5,8,1,14,12,12,5,8,2
2,32,4,2,1,7,1,4,2,2,1,7,2
6,38,12,6,3,11,0,12,6,4,3,11,1
7,34,12,6,3,8,2,12,7,5,3,8,2
4,35,8,3,7,7,0,8,4,3,7,7,1
5,32,5,4,7,6,3,5,5,2,7,6,1
14,40,15,14,4,7,0,15,14,14,4,7,2
3,33,7,3,1,9,0,7,3,3,1,9,1
3,33,8,3,5,11,1,8,3,3,5,11,3
4,32,9,4,1,5,0,9,4,4,1,5,2
7,38,12,7,5,10,0,12,7,7,5,10,2
0,32,5,0,2,16,0,5,0,0,2,16,0
2,32,8,2,2,9,0,8,2,2,2,9,0
15,38,19,14,5,7,0,19,15,12,5,7,1
3,40,15,2,5,6,1,15,3,3,5,6,0
2,30,5,2,0,7,0,5,2,1,0,7,0
8,31,9,8,8,11,0,9,8,8,8,11,1
4,35,8,4,2,4,0,8,4,4,2,4,0
5,38,9,5,3,9,0,9,5,5,3,9,2
10,38,15,10,7,8,0,15,10,10,7,8,0
5,31,7,5,3,3,0,7,5,1,3,3,0
0,32,7,0,0,6,1,7,0,0,0,6,0
2,30,6,2,3,8,0,6,2,0,3,8,0
4,29,8,3,3,8,0,8,4,3,3,8,0
1,33,9,1,3,3,0,9,1,1,3,3,0
2,32,8,2,3,5,0,8,2,2,3,5,0
13,43,17,13,5,6,0,17,13,12,5,6,2
1,36,9,1,3,16,0,9,1,1,3,16,0
6,36,11,6,1,2,1,11,6,6,1,2,1
11,39,17,11,3,5,0,17,11,11,3,5,1
7,37,12,5,2,6,0,12,7,7,2,6,1
5,36,10,5,4,11,1,10,5,4,4,11,2
7,37,15,7,4,6,2,15,7,7,4,6,2
8,35,13,8,4,8,1,13,8,8,4,8,4
8,35,9,8,3,6,0,9,8,6,3,6,2
6,33,8,6,3,10,0,8,6,6,3,10,1
4,36,10,3,5,7,1,10,4,2,5,7,0
3,34,7,3,2,4,0,7,3,3,2,4,2
7,31,6,7,4,6,1,6,7,7,4,6,2
3,36,11,3,7,9,0,11,3,3,7,9,0
7,38,13,7,1,7,1,13,7,7,1,7,1
6,34,9,6,3,12,0,9,6,3,3,12,0
2,37,8,1,2,12,1,8,2,0,2,12,0
7,35,12,7,4,4,0,12,7,5,4,4,0
1,32,5,1,1,8,1,5,1,1,1,8,0
3,28,8,3,2,3,0,8,3,3,2,3,1
9,36,12,9,7,6,2,12,9,9,7,6,2
7,33,7,7,7,11,0,7,7,7,7,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,36,11,4,3,8,1,11,4,4,3,8,1
6,32,12,6,1,4,0,12,6,6,1,4,1
1,32,11,1,2,5,1,11,1,1,2,5,0
5,36,11,4,2,5,1,11,5,3,2,5,0
5,38,15,5,0,3,0,15,5,5,0,3,0
12,40,16,11,5,9,1,16,12,12,5,9,3
3,33,7,1,3,8,2,7,3,2,3,8,1
6,34,9,6,1,8,1,9,6,6,1,8,3
16,43,17,14,3,2,0,17,16,14,3,2,0
